player,num_season,tot_pts
A.C. Green,1,521
A.C. Green,2,852
A.C. Green,3,937
A.C. Green,4,1088
A.C. Green,5,1061
A.C. Green,6,750
A.C. Green,7,1116
A.C. Green,8,1051
A.C. Green,9,1204
A.C. Green,10,916
A.C. Green,11,612
A.C. Green,12,1194
A.C. Green,13,600
A.C. Green,14,246
A.C. Green,15,413
A.C. Green,16,367
A.J. Bramlett,1,8
A.J. English,1,616
A.J. English,2,886
A.J. Guyton,1,198
A.J. Guyton,2,244
A.J. Guyton,3,0
A.J. Hammons,1,48
A.J. Price,1,410
A.J. Price,2,323
A.J. Price,3,172
A.J. Price,4,441
A.J. Price,5,44
A.J. Price,6,266
A.J. Wynder,1,12
A.W. Holt,1,4
Aaron Brooks,1,264
Aaron Brooks,2,894
Aaron Brooks,3,1604
Aaron Brooks,4,1268
Aaron Brooks,6,752
Aaron Brooks,7,1290
Aaron Brooks,8,954
Aaron Brooks,9,491
Aaron Brooks,10,322
Aaron Gordon,1,243
Aaron Gordon,2,719
Aaron Gordon,3,1019
Aaron Gray,1,262
Aaron Gray,2,196
Aaron Gray,3,208
Aaron Gray,4,129
Aaron Gray,5,191
Aaron Gray,6,119
Aaron Gray,7,130
Aaron Harrison,1,18
Aaron Harrison,2,1
Aaron James,1,887
Aaron James,2,677
Aaron James,3,565
Aaron James,4,973
Aaron James,5,727
Aaron McKie,1,293
Aaron McKie,2,864
Aaron McKie,3,866
Aaron McKie,4,664
Aaron McKie,5,240
Aaron McKie,6,653
Aaron McKie,7,878
Aaron McKie,8,587
Aaron McKie,9,721
Aaron McKie,10,689
Aaron McKie,11,152
Aaron McKie,12,7
Aaron McKie,13,22
Aaron Miles,1,16
Aaron Swinson,1,24
Aaron Williams,1,4
Aaron Williams,2,24
Aaron Williams,4,406
Aaron Williams,5,296
Aaron Williams,6,158
Aaron Williams,7,616
Aaron Williams,8,838
Aaron Williams,9,592
Aaron Williams,10,500
Aaron Williams,11,450
Aaron Williams,12,146
Aaron Williams,13,444
Aaron Williams,14,76
Aaron Williams,15,68
Abdul Jeelani,1,737
Abdul Jeelani,2,553
Acie Earl,1,410
Acie Earl,2,66
Acie Earl,3,316
Acie Earl,4,376
Acie Law,1,235
Acie Law,2,162
Acie Law,3,226
Acie Law,4,430
Adam Harrington,1,60
Adam Keefe,1,542
Adam Keefe,2,273
Adam Keefe,3,461
Adam Keefe,4,499
Adam Keefe,5,235
Adam Keefe,6,620
Adam Keefe,7,174
Adam Keefe,8,135
Adam Keefe,9,168
Adam Morrison,1,917
Adam Morrison,3,418
Adam Morrison,4,74
Adonal Foyle,1,165
Adonal Foyle,2,129
Adonal Foyle,3,420
Adonal Foyle,4,342
Adonal Foyle,5,379
Adonal Foyle,6,440
Adonal Foyle,7,137
Adonal Foyle,8,352
Adonal Foyle,9,345
Adonal Foyle,10,107
Adonal Foyle,11,156
Adonal Foyle,12,34
Adonis Jordan,1,15
Adonis Jordan,6,6
Adonis Thomas,1,28
Adreian Payne,1,426
Adreian Payne,2,132
Adreian Payne,3,63
Adrian Branch,1,138
Adrian Branch,2,133
Adrian Branch,3,498
Adrian Branch,4,65
Adrian Caldwell,1,97
Adrian Caldwell,2,77
Adrian Caldwell,6,5
Adrian Caldwell,7,110
Adrian Caldwell,8,202
Adrian Caldwell,9,0
Adrian Dantley*,1,1564
Adrian Dantley*,2,3394
Adrian Dantley*,3,1040
Adrian Dantley*,4,1903
Adrian Dantley*,5,2452
Adrian Dantley*,6,2457
Adrian Dantley*,7,676
Adrian Dantley*,8,2418
Adrian Dantley*,9,1462
Adrian Dantley*,10,2267
Adrian Dantley*,11,1742
Adrian Dantley*,12,1380
Adrian Dantley*,13,2800
Adrian Dantley*,14,662
Adrian Dantley*,15,57
Adrian Griffin,1,485
Adrian Griffin,2,93
Adrian Griffin,3,415
Adrian Griffin,4,325
Adrian Griffin,5,11
Adrian Griffin,6,151
Adrian Griffin,7,237
Adrian Griffin,8,137
Adrian Griffin,9,130
Adrian Smith,1,576
Adrian Smith,2,705
Adrian Smith,3,622
Adrian Smith,4,1210
Adrian Smith,5,1470
Adrian Smith,6,1347
Adrian Smith,7,1280
Adrian Smith,8,703
Adrian Smith,9,916
Adrian Smith,10,111
Al Attles,1,541
Al Attles,2,844
Al Attles,3,735
Al Attles,4,763
Al Attles,5,679
Al Attles,6,882
Al Attles,7,512
Al Attles,8,654
Al Attles,9,419
Al Attles,10,231
Al Attles,11,68
Al Bianchi,1,563
Al Bianchi,2,570
Al Bianchi,3,719
Al Bianchi,4,531
Al Bianchi,5,296
Al Bianchi,6,826
Al Bianchi,7,524
Al Bianchi,8,623
Al Bianchi,9,404
Al Bianchi,10,494
Al Butler,1,1654
Al Butler,2,738
Al Butler,3,658
Al Butler,4,59
Al Carlson,1,72
Al Cervi*,1,573
Al Cervi*,2,458
Al Cervi*,3,417
Al Cervi*,4,143
Al Eberhard,1,79
Al Eberhard,2,757
Al Eberhard,3,471
Al Eberhard,4,183
Al Ferrari,1,546
Al Ferrari,4,413
Al Ferrari,5,608
Al Ferrari,6,329
Al Ferrari,7,591
Al Ferrari,8,38
Al Fleming,1,40
Al Guokas,1,428
Al Hairston,1,84
Al Hairston,2,7
Al Harrington,1,45
Al Harrington,2,328
Al Harrington,3,586
Al Harrington,4,576
Al Harrington,5,1002
Al Harrington,6,1048
Al Harrington,7,1158
Al Harrington,8,1411
Al Harrington,9,2570
Al Harrington,10,1102
Al Harrington,11,2938
Al Harrington,12,1276
Al Harrington,13,765
Al Harrington,14,910
Al Harrington,15,51
Al Harrington,16,225
Al Henry,1,7
Al Henry,2,187
Al Horford,1,821
Al Horford,2,773
Al Horford,3,1148
Al Horford,4,1178
Al Horford,5,136
Al Horford,6,1289
Al Horford,7,538
Al Horford,8,1156
Al Horford,9,1249
Al Horford,10,952
Al Jackson,1,0
Al Jefferson,1,475
Al Jefferson,2,464
Al Jefferson,3,1107
Al Jefferson,4,1726
Al Jefferson,5,1156
Al Jefferson,6,1301
Al Jefferson,7,1528
Al Jefferson,8,1170
Al Jefferson,9,1391
Al Jefferson,10,1594
Al Jefferson,11,1082
Al Jefferson,12,562
Al Jefferson,13,535
Al Masino,1,396
Al Masino,2,164
Al Miksis,1,27
Al Roges,1,570
Al Roges,2,61
Al Skinner,1,995
Al Skinner,2,1212
Al Skinner,3,562
Al Skinner,4,2
Al Thornton,1,1005
Al Thornton,2,1194
Al Thornton,3,1608
Al Thornton,4,1048
Al Tucker,1,1060
Al Tucker,2,1760
Al Tucker,3,724
Al Tucker,4,129
Al Wood,1,908
Al Wood,2,825
Al Wood,3,1160
Al Wood,4,1203
Al Wood,5,902
Al Wood,6,358
Alaa Abdelnaby,1,135
Alaa Abdelnaby,2,432
Alaa Abdelnaby,3,1156
Alaa Abdelnaby,4,64
Alaa Abdelnaby,5,512
Alan Anderson,1,207
Alan Anderson,2,98
Alan Anderson,7,163
Alan Anderson,8,693
Alan Anderson,9,564
Alan Anderson,10,545
Alan Anderson,11,65
Alan Anderson,12,86
Alan Hardy,1,51
Alan Hardy,2,142
Alan Henderson,1,503
Alan Henderson,2,199
Alan Henderson,3,986
Alan Henderson,4,474
Alan Henderson,5,1083
Alan Henderson,6,769
Alan Henderson,7,143
Alan Henderson,8,394
Alan Henderson,9,24
Alan Henderson,10,273
Alan Henderson,11,127
Alan Henderson,12,119
Alan Ogg,1,54
Alan Ogg,2,108
Alan Ogg,3,26
Alan Sawyer,1,217
Alan Williams,1,29
Alan Williams,2,346
Alando Tucker,1,22
Alando Tucker,2,138
Alando Tucker,3,102
Albert King,1,918
Albert King,2,1346
Albert King,3,1165
Albert King,4,537
Albert King,5,1047
Albert King,6,582
Albert King,7,517
Albert King,8,327
Albert King,11,31
Alec Burks,1,425
Alec Burks,2,451
Alec Burks,3,1089
Alec Burks,4,374
Alec Burks,5,412
Alec Burks,6,283
Alec Kessler,1,486
Alec Kessler,2,410
Alec Kessler,3,155
Alec Kessler,4,33
Aleksandar Djordjevic,1,25
Aleksandar Radojevic,1,7
Aleksandar Radojevic,6,19
Alex Abrines,1,406
Alex Acker,1,9
Alex Acker,4,144
Alex Blackwell,1,34
Alex Bradley,1,137
Alex English*,1,310
Alex English*,2,790
Alex English*,3,1299
Alex English*,4,2636
Alex English*,5,1929
Alex English*,6,2082
Alex English*,7,2326
Alex English*,8,2167
Alex English*,9,2262
Alex English*,10,2414
Alex English*,11,2345
Alex English*,12,2000
Alex English*,13,2175
Alex English*,14,1433
Alex English*,15,763
Alex Garcia,1,3
Alex Garcia,2,44
Alex Groza,1,1496
Alex Groza,2,1429
Alex Hannum*,1,482
Alex Hannum*,2,471
Alex Hannum*,3,438
Alex Hannum*,4,346
Alex Hannum*,5,452
Alex Hannum*,6,313
Alex Hannum*,7,385
Alex Hannum*,8,191
Alex Kirk,1,4
Alex Len,1,86
Alex Len,2,432
Alex Len,3,703
Alex Len,4,613
Alex Poythress,1,64
Alex Scales,1,0
Alex Stepheson,1,44
Alex Stivrins,1,3
Alex Stivrins,8,82
Alexander Johnson,1,260
Alexander Johnson,2,179
Alexander Volkov,1,357
Alexander Volkov,3,662
Alexey Shved,1,665
Alexey Shved,2,250
Alexey Shved,3,868
Alexis Ajinca,1,70
Alexis Ajinca,2,10
Alexis Ajinca,3,286
Alexis Ajinca,6,328
Alexis Ajinca,7,443
Alexis Ajinca,8,352
Alexis Ajinca,9,207
Al-Farouq Aminu,1,457
Al-Farouq Aminu,2,399
Al-Farouq Aminu,3,555
Al-Farouq Aminu,4,572
Al-Farouq Aminu,5,412
Al-Farouq Aminu,6,839
Al-Farouq Aminu,7,532
Alfred McGuire*,1,208
Alfred McGuire*,2,352
Alfred McGuire*,3,174
Alfred McGuire*,4,23
Alfredrick Hughes,1,356
Allan Bristow,1,258
Allan Bristow,2,447
Allan Bristow,4,936
Allan Bristow,5,666
Allan Bristow,6,472
Allan Bristow,7,953
Allan Bristow,8,713
Allan Bristow,9,573
Allan Bristow,10,104
Allan Houston,1,668
Allan Houston,2,1101
Allan Houston,3,1617
Allan Houston,4,1197
Allan Houston,5,1509
Allan Houston,6,813
Allan Houston,7,1614
Allan Houston,8,1459
Allan Houston,9,1567
Allan Houston,10,1845
Allan Houston,11,924
Allan Houston,12,237
Allan Ray,1,290
Allen Crabbe,1,33
Allen Crabbe,2,168
Allen Crabbe,3,832
Allen Crabbe,4,845
Allen Iverson*,1,1787
Allen Iverson*,2,1758
Allen Iverson*,3,1284
Allen Iverson*,4,1989
Allen Iverson*,5,2207
Allen Iverson*,6,1883
Allen Iverson*,7,2262
Allen Iverson*,8,1266
Allen Iverson*,9,2302
Allen Iverson*,10,2377
Allen Iverson*,11,3418
Allen Iverson*,12,2164
Allen Iverson*,13,1990
Allen Iverson*,14,770
Allen Leavell,1,843
Allen Leavell,2,642
Allen Leavell,3,864
Allen Leavell,4,1167
Allen Leavell,5,947
Allen Leavell,6,228
Allen Leavell,7,583
Allen Leavell,8,412
Allen Leavell,9,819
Allen Leavell,10,179
Allen Murphy,1,5
Allie McGuire,1,4
Alonzo Bradley,1,303
Alonzo Bradley,2,96
Alonzo Bradley,3,41
Alonzo Gee,1,81
Alonzo Gee,2,662
Alonzo Gee,3,665
Alonzo Gee,4,842
Alonzo Gee,5,258
Alonzo Gee,6,482
Alonzo Gee,7,325
Alonzo Gee,8,11
Alonzo Mourning*,1,1639
Alonzo Mourning*,2,1287
Alonzo Mourning*,3,1643
Alonzo Mourning*,4,1623
Alonzo Mourning*,5,1310
Alonzo Mourning*,6,1115
Alonzo Mourning*,7,924
Alonzo Mourning*,8,1718
Alonzo Mourning*,9,177
Alonzo Mourning*,10,1178
Alonzo Mourning*,12,96
Alonzo Mourning*,13,564
Alonzo Mourning*,14,509
Alonzo Mourning*,15,661
Alonzo Mourning*,16,149
Alphonso Ford,1,16
Alphonso Ford,2,19
Alton Ford,1,164
Alton Ford,2,7
Alton Ford,3,15
Alton Lister,1,362
Alton Lister,2,674
Alton Lister,3,626
Alton Lister,4,798
Alton Lister,5,796
Alton Lister,6,871
Alton Lister,7,461
Alton Lister,8,657
Alton Lister,9,12
Alton Lister,10,491
Alton Lister,11,102
Alton Lister,12,45
Alton Lister,14,167
Alton Lister,15,286
Alton Lister,16,87
Alton Lister,17,6
Alvan Adams,1,1519
Alvan Adams,2,1296
Alvan Adams,3,1082
Alvan Adams,4,1369
Alvan Adams,5,1118
Alvan Adams,6,1115
Alvan Adams,7,1196
Alvan Adams,8,1135
Alvan Adams,9,670
Alvan Adams,10,1202
Alvan Adams,11,841
Alvan Adams,12,756
Alvan Adams,13,611
Alvin Heggs,1,8
Alvin Jones,1,26
Alvin Robertson,1,726
Alvin Robertson,2,1392
Alvin Robertson,3,1435
Alvin Robertson,4,1610
Alvin Robertson,5,1122
Alvin Robertson,6,1153
Alvin Robertson,7,1098
Alvin Robertson,8,1010
Alvin Robertson,9,1236
Alvin Robertson,12,718
Alvin Scott,1,492
Alvin Scott,2,544
Alvin Scott,3,350
Alvin Scott,4,444
Alvin Scott,5,486
Alvin Scott,6,329
Alvin Scott,7,167
Alvin Scott,8,276
Alvin Sims,1,11
Alvin Williams,1,648
Alvin Williams,2,248
Alvin Williams,3,292
Alvin Williams,4,802
Alvin Williams,5,971
Alvin Williams,6,1027
Alvin Williams,7,494
Alvin Williams,9,1
Alvin Williams,10,2
Amal McCaskill,1,28
Amal McCaskill,6,52
Amal McCaskill,7,11
Amal McCaskill,8,113
Amar'e Stoudemire,1,1106
Amar'e Stoudemire,2,1133
Amar'e Stoudemire,3,2080
Amar'e Stoudemire,4,26
Amar'e Stoudemire,5,1671
Amar'e Stoudemire,6,1989
Amar'e Stoudemire,7,1134
Amar'e Stoudemire,8,1896
Amar'e Stoudemire,9,1971
Amar'e Stoudemire,10,823
Amar'e Stoudemire,11,413
Amar'e Stoudemire,12,772
Amar'e Stoudemire,13,1360
Amar'e Stoudemire,14,300
Amir Johnson,1,20
Amir Johnson,2,47
Amir Johnson,3,221
Amir Johnson,4,217
Amir Johnson,5,511
Amir Johnson,6,688
Amir Johnson,7,452
Amir Johnson,8,813
Amir Johnson,9,799
Amir Johnson,10,694
Amir Johnson,11,577
Amir Johnson,12,520
Anderson Varejao,1,266
Anderson Varejao,2,219
Anderson Varejao,3,547
Anderson Varejao,4,321
Anderson Varejao,5,694
Anderson Varejao,6,651
Anderson Varejao,7,282
Anderson Varejao,8,271
Anderson Varejao,9,353
Anderson Varejao,10,546
Anderson Varejao,11,255
Anderson Varejao,12,276
Anderson Varejao,13,18
Andrae Patterson,1,114
Andrae Patterson,2,6
Andray Blatche,1,65
Andray Blatche,2,206
Andray Blatche,3,618
Andray Blatche,4,713
Andray Blatche,5,1143
Andray Blatche,6,1076
Andray Blatche,7,221
Andray Blatche,8,843
Andray Blatche,9,821
Andre Barrett,1,236
Andre Barrett,2,174
Andre Barrett,3,8
Andre Barrett,4,6
Andre Brown,1,93
Andre Brown,2,100
Andre Brown,3,4
Andre Dawkins,1,3
Andre Drummond,1,476
Andre Drummond,2,1095
Andre Drummond,3,1130
Andre Drummond,4,1314
Andre Drummond,5,1105
Andre Emmett,1,7
Andre Emmett,8,13
Andre Iguodala,1,741
Andre Iguodala,2,1007
Andre Iguodala,3,1386
Andre Iguodala,4,1630
Andre Iguodala,5,1541
Andre Iguodala,6,1401
Andre Iguodala,7,945
Andre Iguodala,8,771
Andre Iguodala,9,1038
Andre Iguodala,10,588
Andre Iguodala,11,604
Andre Iguodala,12,457
Andre Iguodala,13,574
Andre McCarter,1,270
Andre McCarter,2,0
Andre McCarter,5,122
Andre Miller,1,914
Andre Miller,2,1296
Andre Miller,3,1335
Andre Miller,4,1088
Andre Miller,5,1214
Andre Miller,6,1113
Andre Miller,7,1126
Andre Miller,8,2150
Andre Miller,9,1398
Andre Miller,10,1337
Andre Miller,11,1146
Andre Miller,12,1029
Andre Miller,13,639
Andre Miller,14,786
Andre Miller,15,566
Andre Miller,16,710
Andre Miller,17,288
Andre Moore,1,48
Andre Owens,1,69
Andre Owens,3,123
Andre Roberson,1,75
Andre Roberson,2,228
Andre Roberson,3,337
Andre Roberson,4,522
Andre Spencer,1,374
Andre Spencer,2,318
Andre Turner,1,4
Andre Turner,2,35
Andre Turner,3,6
Andre Turner,4,52
Andre Turner,5,412
Andre Turner,6,284
Andre Wakefield,1,344
Andre Wakefield,2,15
Andrea Bargnani,1,751
Andrea Bargnani,2,792
Andrea Bargnani,3,1202
Andrea Bargnani,4,1376
Andrea Bargnani,5,1414
Andrea Bargnani,6,603
Andrea Bargnani,7,443
Andrea Bargnani,8,558
Andrea Bargnani,9,430
Andrea Bargnani,10,304
Andreas Glyniadakis,1,17
Andrei Kirilenko,1,880
Andrei Kirilenko,2,963
Andrei Kirilenko,3,1284
Andrei Kirilenko,4,640
Andrei Kirilenko,5,1054
Andrei Kirilenko,6,584
Andrei Kirilenko,7,792
Andrei Kirilenko,8,776
Andrei Kirilenko,9,688
Andrei Kirilenko,10,750
Andrei Kirilenko,12,791
Andrei Kirilenko,13,226
Andrei Kirilenko,14,3
Andres Guibert,1,15
Andres Guibert,2,45
Andres Nocioni,1,677
Andres Nocioni,2,1063
Andres Nocioni,3,749
Andres Nocioni,4,1080
Andres Nocioni,5,1734
Andres Nocioni,6,635
Andres Nocioni,7,327
Andres Nocioni,8,17
Andrew Bogut,1,768
Andrew Bogut,2,809
Andrew Bogut,3,1119
Andrew Bogut,4,422
Andrew Bogut,5,1095
Andrew Bogut,6,830
Andrew Bogut,7,136
Andrew Bogut,8,186
Andrew Bogut,9,492
Andrew Bogut,10,422
Andrew Bogut,11,375
Andrew Bogut,12,158
Andrew Bynum,1,74
Andrew Bynum,2,637
Andrew Bynum,3,460
Andrew Bynum,4,714
Andrew Bynum,5,977
Andrew Bynum,6,612
Andrew Bynum,7,1123
Andrew Bynum,9,450
Andrew DeClercq,1,59
Andrew DeClercq,2,375
Andrew DeClercq,3,439
Andrew DeClercq,4,742
Andrew DeClercq,5,544
Andrew DeClercq,6,261
Andrew DeClercq,7,162
Andrew DeClercq,8,365
Andrew DeClercq,9,230
Andrew DeClercq,10,9
Andrew Gaze,1,22
Andrew Gaze,6,21
Andrew Goudelock,1,175
Andrew Goudelock,2,0
Andrew Goudelock,5,22
Andrew Harrison,1,425
Andrew Lang,1,159
Andrew Lang,2,258
Andrew Lang,3,311
Andrew Lang,4,622
Andrew Lang,5,386
Andrew Lang,6,504
Andrew Lang,7,794
Andrew Lang,8,1664
Andrew Lang,9,274
Andrew Lang,10,152
Andrew Lang,11,80
Andrew Lang,12,59
Andrew Levane,1,332
Andrew Levane,4,8
Andrew Nicholson,1,587
Andrew Nicholson,2,435
Andrew Nicholson,3,194
Andrew Nicholson,4,384
Andrew Nicholson,5,200
Andrew Toney,1,968
Andrew Toney,2,1274
Andrew Toney,3,1598
Andrew Toney,4,1588
Andrew Toney,5,1245
Andrew Toney,6,25
Andrew Toney,7,549
Andrew Toney,8,211
Andrew Wiggins,1,1387
Andrew Wiggins,2,1675
Andrew Wiggins,3,1933
Andris Biedrins,1,109
Andris Biedrins,2,258
Andris Biedrins,3,783
Andris Biedrins,4,796
Andris Biedrins,5,735
Andris Biedrins,6,166
Andris Biedrins,7,294
Andris Biedrins,8,79
Andris Biedrins,9,24
Andris Biedrins,10,3
Andy Duncan,1,310
Andy Duncan,2,29
Andy Johnson,1,463
Andy Johnson,2,615
Andy Johnson,3,755
Andy Johnson,4,1014
Andy O'Donnell,1,90
Andy Panko,1,0
Andy Phillip*,1,758
Andy Phillip*,2,740
Andy Phillip*,3,790
Andy Phillip*,4,722
Andy Phillip*,5,751
Andy Phillip*,6,617
Andy Phillip*,7,408
Andy Phillip*,8,298
Andy Phillip*,9,236
Andy Rautins,1,8
Andy Toolson,1,137
Andy Toolson,6,22
Andy Walker,1,180
Anfernee Hardaway,1,1313
Anfernee Hardaway,2,1613
Anfernee Hardaway,3,1780
Anfernee Hardaway,4,1210
Anfernee Hardaway,5,311
Anfernee Hardaway,6,791
Anfernee Hardaway,7,1015
Anfernee Hardaway,8,39
Anfernee Hardaway,9,959
Anfernee Hardaway,10,615
Anfernee Hardaway,11,1398
Anfernee Hardaway,12,269
Anfernee Hardaway,13,10
Anfernee Hardaway,15,60
Ansu Sesay,1,58
Ansu Sesay,2,94
Ansu Sesay,3,200
Ansu Sesay,4,49
Antawn Jamison,1,449
Antawn Jamison,2,841
Antawn Jamison,3,2044
Antawn Jamison,4,1619
Antawn Jamison,5,1822
Antawn Jamison,6,1212
Antawn Jamison,7,1334
Antawn Jamison,8,1684
Antawn Jamison,9,1388
Antawn Jamison,10,1689
Antawn Jamison,11,1801
Antawn Jamison,12,2470
Antawn Jamison,13,1010
Antawn Jamison,14,1118
Antawn Jamison,15,712
Antawn Jamison,16,84
Anthony Avent,1,806
Anthony Avent,2,778
Anthony Avent,3,258
Anthony Avent,4,415
Anthony Avent,7,9
Anthony Avent,8,81
Anthony Bennett,1,217
Anthony Bennett,2,298
Anthony Bennett,3,28
Anthony Bennett,4,115
Anthony Bonner,1,250
Anthony Bonner,2,740
Anthony Bonner,3,601
Anthony Bonner,4,374
Anthony Bonner,5,221
Anthony Bonner,6,13
Anthony Bowie,1,155
Anthony Bowie,2,284
Anthony Bowie,4,758
Anthony Bowie,5,618
Anthony Bowie,6,320
Anthony Bowie,7,427
Anthony Bowie,8,308
Anthony Bowie,10,75
Anthony Brown,1,115
Anthony Brown,2,86
Anthony Carter,1,498
Anthony Carter,2,461
Anthony Carter,3,198
Anthony Carter,4,199
Anthony Carter,5,22
Anthony Carter,6,181
Anthony Carter,7,150
Anthony Carter,8,6
Anthony Carter,9,545
Anthony Carter,10,412
Anthony Carter,11,180
Anthony Carter,12,220
Anthony Carter,13,47
Anthony Cook,1,307
Anthony Cook,2,34
Anthony Cook,4,124
Anthony Cook,6,15
Anthony Davis,1,867
Anthony Davis,2,1394
Anthony Davis,3,1656
Anthony Davis,4,1481
Anthony Davis,5,2099
Anthony Frederick,1,152
Anthony Frederick,3,177
Anthony Frederick,4,389
Anthony Goldwire,1,231
Anthony Goldwire,2,774
Anthony Goldwire,3,751
Anthony Goldwire,6,82
Anthony Goldwire,8,50
Anthony Goldwire,9,34
Anthony Goldwire,10,344
Anthony Goldwire,11,2
Anthony Grundy,1,52
Anthony Johnson,1,574
Anthony Johnson,2,244
Anthony Johnson,3,308
Anthony Johnson,4,260
Anthony Johnson,5,94
Anthony Johnson,6,270
Anthony Johnson,7,450
Anthony Johnson,8,532
Anthony Johnson,9,691
Anthony Johnson,10,710
Anthony Johnson,11,774
Anthony Johnson,12,421
Anthony Johnson,13,130
Anthony Jones,1,646
Anthony Jones,3,152
Anthony Jones,4,195
Anthony Mason,1,37
Anthony Mason,2,10
Anthony Mason,3,573
Anthony Mason,4,831
Anthony Mason,5,528
Anthony Mason,6,765
Anthony Mason,7,1196
Anthony Mason,8,1186
Anthony Mason,9,1039
Anthony Mason,11,948
Anthony Mason,12,1290
Anthony Mason,13,787
Anthony Mason,14,466
Anthony Miller,1,189
Anthony Miller,2,36
Anthony Miller,3,0
Anthony Miller,4,79
Anthony Miller,5,70
Anthony Miller,6,130
Anthony Miller,7,4
Anthony Miller,11,4
Anthony Morrow,1,676
Anthony Morrow,2,899
Anthony Morrow,3,764
Anthony Morrow,4,747
Anthony Morrow,5,328
Anthony Morrow,6,636
Anthony Morrow,7,790
Anthony Morrow,8,380
Anthony Morrow,9,542
Anthony Parker,1,72
Anthony Parker,2,2
Anthony Parker,3,57
Anthony Parker,10,903
Anthony Parker,11,1025
Anthony Parker,12,857
Anthony Parker,13,595
Anthony Parker,14,600
Anthony Parker,15,367
Anthony Peeler,1,802
Anthony Peeler,2,423
Anthony Peeler,3,756
Anthony Peeler,4,710
Anthony Peeler,5,1041
Anthony Peeler,6,938
Anthony Peeler,7,270
Anthony Peeler,8,804
Anthony Peeler,9,791
Anthony Peeler,10,737
Anthony Peeler,11,630
Anthony Peeler,12,431
Anthony Peeler,13,153
Anthony Pullard,1,17
Anthony Randolph,1,499
Anthony Randolph,2,384
Anthony Randolph,3,610
Anthony Randolph,4,252
Anthony Randolph,5,143
Anthony Randolph,6,206
Anthony Roberson,1,35
Anthony Roberson,2,111
Anthony Roberson,4,238
Anthony Roberts,1,775
Anthony Roberts,2,498
Anthony Roberts,3,177
Anthony Roberts,4,127
Anthony Roberts,7,81
Anthony Taylor,1,144
Anthony Tolliver,1,52
Anthony Tolliver,2,1078
Anthony Tolliver,3,434
Anthony Tolliver,4,208
Anthony Tolliver,5,253
Anthony Tolliver,6,393
Anthony Tolliver,7,964
Anthony Tolliver,8,383
Anthony Tolliver,9,461
Anthony Tucker,1,243
Antoine Carr,1,499
Antoine Carr,2,116
Antoine Carr,3,342
Antoine Carr,4,705
Antoine Carr,5,582
Antoine Carr,6,1898
Antoine Carr,7,1551
Antoine Carr,8,881
Antoine Carr,9,932
Antoine Carr,10,198
Antoine Carr,11,746
Antoine Carr,12,580
Antoine Carr,13,603
Antoine Carr,14,378
Antoine Carr,15,47
Antoine Carr,16,67
Antoine Rigaudeau,1,17
Antoine Walker,1,1435
Antoine Walker,2,1840
Antoine Walker,3,784
Antoine Walker,4,1680
Antoine Walker,5,1892
Antoine Walker,6,1794
Antoine Walker,7,1570
Antoine Walker,8,1151
Antoine Walker,9,2946
Antoine Walker,10,1000
Antoine Walker,11,660
Antoine Walker,12,368
Antoine Wright,1,70
Antoine Wright,2,283
Antoine Wright,3,700
Antoine Wright,4,474
Antoine Wright,5,435
Antoine Wright,6,2
Antonio Anderson,1,2
Antonio Burks,1,73
Antonio Burks,2,113
Antonio Daniels,1,579
Antonio Daniels,2,220
Antonio Daniels,3,420
Antonio Daniels,4,745
Antonio Daniels,5,753
Antonio Daniels,6,251
Antonio Daniels,7,571
Antonio Daniels,8,843
Antonio Daniels,9,767
Antonio Daniels,10,571
Antonio Daniels,11,597
Antonio Daniels,12,600
Antonio Daniels,14,6
Antonio Davis,1,626
Antonio Davis,2,335
Antonio Davis,3,719
Antonio Davis,4,858
Antonio Davis,5,785
Antonio Davis,6,463
Antonio Davis,7,910
Antonio Davis,8,1069
Antonio Davis,9,1113
Antonio Davis,10,738
Antonio Davis,11,1416
Antonio Davis,12,501
Antonio Davis,13,432
Antonio Harvey,1,70
Antonio Harvey,2,179
Antonio Harvey,3,408
Antonio Harvey,4,15
Antonio Harvey,7,41
Antonio Harvey,8,31
Antonio Harvey,9,9
Antonio Harvey,10,4
Antonio Lang,1,11
Antonio Lang,2,116
Antonio Lang,3,171
Antonio Lang,4,12
Antonio Lang,5,13
Antonio Lang,6,12
Antonio McDyess,1,1020
Antonio McDyess,2,1352
Antonio McDyess,3,1225
Antonio McDyess,4,1061
Antonio McDyess,5,1551
Antonio McDyess,6,1458
Antonio McDyess,7,113
Antonio McDyess,9,580
Antonio McDyess,10,740
Antonio McDyess,11,638
Antonio McDyess,12,664
Antonio McDyess,13,683
Antonio McDyess,14,596
Antonio McDyess,15,446
Antonio McDyess,16,390
Antonis Fotsis,1,108
Archie Clark,1,798
Archie Clark,2,1612
Archie Clark,3,1107
Archie Clark,4,1499
Archie Clark,5,1746
Archie Clark,6,3876
Archie Clark,7,715
Archie Clark,8,733
Archie Clark,9,1071
Archie Clark,10,600
Archie Dees,1,559
Archie Dees,2,707
Archie Dees,3,145
Archie Dees,4,137
Archie Goodwin,1,194
Archie Goodwin,2,231
Archie Goodwin,3,505
Archie Goodwin,4,220
Ariel Maughan,1,477
Ariel Maughan,2,254
Arinze Onuaku,1,6
Arinze Onuaku,2,27
Arinze Onuaku,4,4
Armen Gilliam,1,815
Armen Gilliam,2,1176
Armen Gilliam,3,2542
Armen Gilliam,4,2484
Armen Gilliam,5,1367
