player,num_season,tot_pts
Darren Tillis,2,257
Darrick Martin,1,254
Darrick Martin,2,830
Darrick Martin,3,893
Darrick Martin,4,841
Darrick Martin,5,296
Darrick Martin,6,402
Darrick Martin,7,103
Darrick Martin,8,1
Darrick Martin,10,55
Darrick Martin,11,42
Darrick Martin,12,102
Darrick Martin,13,94
Darrick Martin,14,27
Darrin Hancock,1,153
Darrin Hancock,2,272
Darrin Hancock,3,84
Darrun Hilliard,1,152
Darrun Hilliard,2,127
Darryl Dawkins,1,90
Darryl Dawkins,2,310
Darryl Dawkins,3,820
Darryl Dawkins,4,1018
Darryl Dawkins,5,1178
Darryl Dawkins,6,1065
Darryl Dawkins,7,528
Darryl Dawkins,8,968
Darryl Dawkins,9,1357
Darryl Dawkins,10,527
Darryl Dawkins,11,778
Darryl Dawkins,12,57
Darryl Dawkins,13,20
Darryl Dawkins,14,27
Darryl Johnson,1,12
Darryl Watkins,1,12
Darryl Watkins,5,23
Darvin Ham,1,166
Darvin Ham,2,145
Darvin Ham,4,177
Darvin Ham,5,109
Darvin Ham,6,303
Darvin Ham,7,180
Darvin Ham,8,96
Darvin Ham,9,46
Darwin Cook,1,904
Darwin Cook,2,899
Darwin Cook,3,1080
Darwin Cook,4,714
Darwin Cook,5,473
Darwin Cook,6,629
Darwin Cook,7,614
Darwin Cook,9,1014
Dave Batton,1,178
Dave Batton,2,10
Dave Bing*,1,1601
Dave Bing*,2,2142
Dave Bing*,3,1800
Dave Bing*,4,1604
Dave Bing*,5,2213
Dave Bing*,6,1016
Dave Bing*,7,1840
Dave Bing*,8,1520
Dave Bing*,9,1499
Dave Bing*,10,1326
Dave Bing*,11,678
Dave Bing*,12,1088
Dave Britton,1,4
Dave Budd,1,399
Dave Budd,2,514
Dave Budd,3,739
Dave Budd,4,340
Dave Budd,5,513
Dave Corzine,1,175
Dave Corzine,2,225
Dave Corzine,3,857
Dave Corzine,4,832
Dave Corzine,5,1146
Dave Corzine,6,1004
Dave Corzine,7,701
Dave Corzine,8,640
Dave Corzine,9,683
Dave Corzine,10,804
Dave Corzine,11,479
Dave Corzine,12,22
Dave Corzine,13,47
Dave Cowens*,1,1373
Dave Cowens*,2,1489
Dave Cowens*,3,1684
Dave Cowens*,4,1518
Dave Cowens*,5,1329
Dave Cowens*,6,1479
Dave Cowens*,7,818
Dave Cowens*,8,1435
Dave Cowens*,9,1127
Dave Cowens*,10,940
Dave Cowens*,13,324
Dave DeBusschere*,1,1018
Dave DeBusschere*,2,129
Dave DeBusschere*,3,1322
Dave DeBusschere*,4,1297
Dave DeBusschere*,5,1423
Dave DeBusschere*,6,1435
Dave DeBusschere*,7,2482
Dave DeBusschere*,8,1152
Dave DeBusschere*,9,1263
Dave DeBusschere*,10,1233
Dave DeBusschere*,11,1258
Dave DeBusschere*,12,1282
Dave Deutsch,1,21
Dave Fedor,1,6
Dave Feitl,1,229
Dave Feitl,2,458
Dave Feitl,3,286
Dave Feitl,5,137
Dave Feitl,6,82
Dave Gambee,1,2
Dave Gambee,2,303
Dave Gambee,3,1085
Dave Gambee,4,1338
Dave Gambee,5,669
Dave Gambee,6,449
Dave Gambee,7,1011
Dave Gambee,8,495
Dave Gambee,9,407
Dave Gambee,10,1071
Dave Gambee,11,1158
Dave Gambee,12,526
Dave Greenwood,1,1334
Dave Greenwood,2,1179
Dave Greenwood,3,1200
Dave Greenwood,4,789
Dave Greenwood,5,951
Dave Greenwood,6,371
Dave Greenwood,7,538
Dave Greenwood,8,916
Dave Greenwood,9,385
Dave Greenwood,10,932
Dave Greenwood,11,60
Dave Greenwood,12,239
Dave Gunther,1,2
Dave Henderson,1,126
Dave Hoppen,1,444
Dave Hoppen,2,500
Dave Hoppen,3,40
Dave Hoppen,4,128
Dave Hoppen,5,9
Dave Hoppen,6,2
Dave Jamerson,1,113
Dave Jamerson,2,191
Dave Jamerson,4,4
Dave Johnson,1,157
Dave Johnson,2,47
Dave Lattin,1,97
Dave Lattin,2,409
Dave Magley,1,12
Dave Meyers,1,531
Dave Meyers,2,485
Dave Meyers,3,1178
Dave Meyers,5,955
Dave Minor,1,471
Dave Minor,2,812
Dave Newmark,1,456
Dave Newmark,2,313
Dave Piontek,1,636
Dave Piontek,2,395
Dave Piontek,3,766
Dave Piontek,4,1426
Dave Piontek,5,110
Dave Piontek,6,205
Dave Piontek,7,130
Dave Popson,1,68
Dave Popson,3,35
Dave Popson,4,7
Dave Robisch,1,951
Dave Robisch,2,908
Dave Robisch,3,386
Dave Robisch,4,1255
Dave Robisch,5,1720
Dave Robisch,6,144
Dave Robisch,7,284
Dave Robisch,8,184
Dave Schellhase,1,94
Dave Schellhase,2,114
Dave Scholz,1,2
Dave Sorenson,1,890
Dave Sorenson,2,532
Dave Sorenson,3,624
Dave Stallworth,1,1004
Dave Stallworth,2,989
Dave Stallworth,5,639
Dave Stallworth,6,759
Dave Stallworth,7,1648
Dave Stallworth,8,438
Dave Stallworth,9,197
Dave Stallworth,10,10
Dave Twardzik,1,765
Dave Twardzik,2,667
Dave Twardzik,3,667
Dave Twardzik,4,567
Dave Wohl,1,642
Dave Wohl,2,1222
Dave Wohl,3,634
Dave Wohl,4,485
Dave Wohl,5,170
Dave Wohl,6,586
Dave Wohl,7,35
Dave Zeller,1,90
David Andersen,1,367
David Andersen,2,268
David Benoit,1,434
David Benoit,2,664
David Benoit,3,358
David Benoit,4,740
David Benoit,5,661
David Benoit,7,840
David Benoit,10,178
David Burns,1,46
David Cooke,1,9
David Harrison,1,264
David Harrison,2,385
David Harrison,3,71
David Harrison,4,229
David Lee,1,345
David Lee,2,621
David Lee,3,876
David Lee,4,1293
David Lee,5,1640
David Lee,6,1203
David Lee,7,1147
David Lee,8,1459
David Lee,9,1257
David Lee,10,388
David Lee,11,854
David Lee,12,576
David Noel,1,184
David Nwaba,1,120
David Pope,1,41
David Pope,2,21
David Rivers,1,134
David Rivers,2,219
David Rivers,4,30
David Robinson*,1,1993
David Robinson*,2,2101
David Robinson*,3,1578
David Robinson*,4,1916
David Robinson*,5,2383
David Robinson*,6,2238
David Robinson*,7,2051
David Robinson*,8,106
David Robinson*,9,1574
David Robinson*,10,775
David Robinson*,11,1427
David Robinson*,12,1151
David Robinson*,13,951
David Robinson*,14,546
David Stockton,1,8
David Thirdkill,1,194
David Thirdkill,2,77
David Thirdkill,3,102
David Thirdkill,4,163
David Thirdkill,5,25
David Thompson*,1,2125
David Thompson*,2,2172
David Thompson*,3,1825
David Thompson*,4,839
David Thompson*,5,1967
David Thompson*,6,906
David Thompson*,7,1190
David Thompson*,8,240
David Vanterpool,1,122
David Vaughn,1,64
David Vaughn,2,81
David Vaughn,3,324
David Vaughn,4,34
David Wear,1,0
David Wesley,1,183
David Wesley,2,378
David Wesley,3,1009
David Wesley,4,1240
David Wesley,5,1054
David Wesley,6,706
David Wesley,7,1116
David Wesley,8,1414
David Wesley,9,951
David Wesley,10,1217
David Wesley,11,851
David Wesley,12,1896
David Wesley,13,702
David Wesley,14,73
David West,1,273
David West,2,186
David West,3,1262
David West,4,949
David West,5,1564
David West,6,1593
David West,7,1541
David West,8,1322
David West,9,842
David West,10,1250
David West,11,1118
David West,12,769
David West,13,554
David West,14,316
David Wingate,1,680
David Wingate,2,545
David Wingate,3,137
David Wingate,4,527
David Wingate,5,136
David Wingate,6,638
David Wingate,7,440
David Wingate,8,310
David Wingate,9,122
David Wingate,10,223
David Wingate,11,236
David Wingate,12,150
David Wingate,13,14
David Wingate,14,2
David Wingate,15,6
David Wood,1,0
David Wood,3,432
David Wood,5,155
David Wood,6,322
David Wood,7,428
David Wood,8,416
David Wood,9,57
Davis Bertans,1,303
Dean Garrett,1,542
Dean Garrett,2,598
Dean Garrett,3,270
Dean Garrett,4,114
Dean Garrett,5,177
Dean Garrett,6,72
Dean Meminger,1,357
Dean Meminger,2,457
Dean Meminger,3,651
Dean Meminger,4,634
Dean Meminger,5,410
Dean Meminger,6,43
Dean Oliver,1,42
Dean Oliver,2,22
Dean Tolson,1,43
Dean Tolson,3,359
Dean Tolson,4,0
DeAndre' Bembry,1,101
DeAndre Jordan,1,228
DeAndre Jordan,2,336
DeAndre Jordan,3,566
DeAndre Jordan,4,486
DeAndre Jordan,5,724
DeAndre Jordan,6,856
DeAndre Jordan,7,946
DeAndre Jordan,8,980
DeAndre Jordan,9,1029
DeAndre Liggins,1,33
DeAndre Liggins,2,58
DeAndre Liggins,3,2
DeAndre Liggins,6,304
Dedric Willoughby,1,190
Dee Brown,1,806
Dee Brown,2,363
Dee Brown,3,966
Dee Brown,4,1192
Dee Brown,5,1236
Dee Brown,6,695
Dee Brown,7,160
Dee Brown,8,1316
Dee Brown,9,549
Dee Brown,10,264
Dee Brown,11,48
Dee Brown,12,7
Dee Gibson,1,281
Dejounte Murray,1,130
DeJuan Blair,1,638
DeJuan Blair,2,674
DeJuan Blair,3,611
DeJuan Blair,4,328
DeJuan Blair,5,497
DeJuan Blair,6,56
DeJuan Blair,7,61
DeJuan Wheat,1,57
DeJuan Wheat,2,208
Del Beshore,1,0
Del Beshore,2,244
Delaney Rudd,1,273
Delaney Rudd,2,324
Delaney Rudd,3,193
Delaney Rudd,4,26
Dell Curry,1,325
Dell Curry,2,787
Dell Curry,3,571
Dell Curry,4,1070
Dell Curry,5,802
Dell Curry,6,1209
Dell Curry,7,1227
Dell Curry,8,1335
Dell Curry,9,935
Dell Curry,10,1192
Dell Curry,11,1008
Dell Curry,12,490
Dell Curry,13,423
Dell Curry,14,507
Dell Curry,15,429
Dell Curry,16,360
Dell Demps,1,4
Dell Demps,3,53
Dell Demps,4,2
Delon Wright,1,103
Delon Wright,2,150
Delonte West,1,175
Delonte West,2,836
Delonte West,3,845
Delonte West,4,1014
Delonte West,5,751
Delonte West,6,528
Delonte West,7,135
Delonte West,8,421
DeMar DeRozan,1,662
DeMar DeRozan,2,1410
DeMar DeRozan,3,1054
DeMar DeRozan,4,1485
DeMar DeRozan,5,1791
DeMar DeRozan,6,1204
DeMar DeRozan,7,1830
DeMar DeRozan,8,2020
DeMarco Johnson,1,6
DeMarcus Cousins,1,1143
DeMarcus Cousins,2,1160
DeMarcus Cousins,3,1280
DeMarcus Cousins,4,1614
DeMarcus Cousins,5,1421
DeMarcus Cousins,6,1748
DeMarcus Cousins,7,3884
DeMarcus Nelson,1,53
DeMarre Carroll,1,209
DeMarre Carroll,2,20
DeMarre Carroll,3,214
DeMarre Carroll,4,393
DeMarre Carroll,5,810
DeMarre Carroll,6,883
DeMarre Carroll,7,286
DeMarre Carroll,8,638
Demetris Nichols,1,30
Demetris Nichols,2,14
Demetrius Calip,1,11
Demetrius Jackson,1,10
Deng Gai,1,0
Dennis Awtrey,1,504
Dennis Awtrey,2,245
Dennis Awtrey,3,756
Dennis Awtrey,4,184
Dennis Awtrey,5,810
Dennis Awtrey,6,359
Dennis Awtrey,7,411
Dennis Awtrey,8,293
Dennis Awtrey,9,258
Dennis Awtrey,10,86
Dennis Awtrey,11,102
Dennis Awtrey,12,15
Dennis Bell,1,0
Dennis Bell,2,156
Dennis Bell,3,19
Dennis Boyd,1,6
Dennis DuVal,1,60
Dennis DuVal,2,36
Dennis Hamilton,1,121
Dennis Hamilton,2,76
Dennis Hopson,1,587
Dennis Hopson,2,788
Dennis Hopson,3,1251
Dennis Hopson,4,264
Dennis Hopson,5,1486
Dennis Horner,1,5
Dennis Johnson*,1,749
Dennis Johnson*,2,1031
Dennis Johnson*,3,1270
Dennis Johnson*,4,1540
Dennis Johnson*,5,1486
Dennis Johnson*,6,1561
Dennis Johnson*,7,1093
Dennis Johnson*,8,1053
Dennis Johnson*,9,1254
Dennis Johnson*,10,1213
Dennis Johnson*,11,1062
Dennis Johnson*,12,971
Dennis Johnson*,13,721
Dennis Johnson*,14,531
Dennis Nutt,1,57
Dennis Rodman*,1,500
Dennis Rodman*,2,953
Dennis Rodman*,3,735
Dennis Rodman*,4,719
Dennis Rodman*,5,669
Dennis Rodman*,6,800
Dennis Rodman*,7,468
Dennis Rodman*,8,370
Dennis Rodman*,9,349
Dennis Rodman*,10,351
Dennis Rodman*,11,311
Dennis Rodman*,12,375
Dennis Rodman*,13,49
Dennis Rodman*,14,34
Dennis Schroder,1,183
Dennis Schroder,2,768
Dennis Schroder,3,879
Dennis Schroder,4,1414
Dennis Scott,1,1284
Dennis Scott,2,359
Dennis Scott,3,858
Dennis Scott,4,1046
Dennis Scott,5,802
Dennis Scott,6,1431
Dennis Scott,7,823
Dennis Scott,8,1776
Dennis Scott,9,468
Dennis Scott,10,369
Dennis Stewart,1,4
Denzel Valentine,1,291
DeQuan Jones,1,233
Derek Anderson,1,770
Derek Anderson,2,409
Derek Anderson,3,1080
Derek Anderson,4,1269
Derek Anderson,5,757
Derek Anderson,6,1057
Derek Anderson,7,694
Derek Anderson,8,432
Derek Anderson,9,698
Derek Anderson,10,399
Derek Anderson,11,141
Derek Fisher,1,309
Derek Fisher,2,474
Derek Fisher,3,296
Derek Fisher,4,491
Derek Fisher,5,229
Derek Fisher,6,786
Derek Fisher,7,863
Derek Fisher,8,580
Derek Fisher,9,877
Derek Fisher,10,1089
Derek Fisher,11,826
Derek Fisher,12,956
Derek Fisher,13,814
Derek Fisher,14,615
Derek Fisher,15,558
Derek Fisher,16,700
Derek Fisher,17,350
Derek Fisher,18,425
Derek Grimm,1,14
Derek Harper,1,469
Derek Harper,2,790
Derek Harper,3,963
Derek Harper,4,1230
Derek Harper,5,1393
Derek Harper,6,1404
Derek Harper,7,1473
Derek Harper,8,1519
Derek Harper,9,1152
Derek Harper,10,1126
Derek Harper,11,1582
Derek Harper,12,919
Derek Harper,13,1149
Derek Harper,14,753
Derek Harper,15,566
Derek Harper,16,309
Derek Hood,1,0
Derek Smith,1,59
Derek Smith,2,600
Derek Smith,3,1767
Derek Smith,4,259
Derek Smith,5,863
Derek Smith,6,443
Derek Smith,7,1136
Derek Smith,8,668
Derek Smith,9,5
Derek Strong,1,3
Derek Strong,2,156
Derek Strong,3,444
Derek Strong,4,441
Derek Strong,5,214
Derek Strong,6,699
Derek Strong,7,736
Derek Strong,8,223
Derek Strong,9,54
Derek Strong,10,118
DerMarr Johnson,1,397
DerMarr Johnson,2,602
DerMarr Johnson,4,113
DerMarr Johnson,5,503
DerMarr Johnson,6,354
DerMarr Johnson,7,135
DerMarr Johnson,8,17
Dermie O'Connell,1,538
Deron Williams,1,864
Deron Williams,2,1297
Deron Williams,3,1545
Deron Williams,4,1322
Deron Williams,5,1419
Deron Williams,6,2618
Deron Williams,7,1154
Deron Williams,8,1476
Deron Williams,9,915
Deron Williams,10,884
Deron Williams,11,918
Deron Williams,12,1402
Derrek Dickey,1,281
Derrek Dickey,2,614
Derrek Dickey,3,502
Derrek Dickey,4,361
Derrek Dickey,5,408
Derrick Alston,1,299
Derrick Alston,2,452
Derrick Alston,3,0
Derrick Brown,1,186
Derrick Brown,2,370
Derrick Brown,3,524
Derrick Byars,1,10
Derrick Caracter,1,81
Derrick Chievous,1,750
Derrick Chievous,2,586
Derrick Chievous,3,43
Derrick Coleman,1,1364
Derrick Coleman,2,1289
Derrick Coleman,3,1572
Derrick Coleman,4,1559
Derrick Coleman,5,1146
Derrick Coleman,6,123
Derrick Coleman,7,1032
Derrick Coleman,8,1040
Derrick Coleman,9,486
Derrick Coleman,10,1239
Derrick Coleman,11,277
Derrick Coleman,12,875
Derrick Coleman,13,602
Derrick Coleman,14,271
Derrick Coleman,15,9
Derrick Dial,1,40
Derrick Dial,2,86
Derrick Dial,3,202
Derrick Dial,5,26
Derrick Favors,1,1066
Derrick Favors,2,570
Derrick Favors,3,727
Derrick Favors,4,970
Derrick Favors,5,1187
Derrick Favors,6,1016
Derrick Favors,7,476
Derrick Gervin,1,251
Derrick Gervin,2,425
Derrick Jones,1,168
Derrick McKey,1,694
Derrick McKey,2,1305
Derrick McKey,3,1254
Derrick McKey,4,1115
Derrick McKey,5,777
Derrick McKey,6,1034
Derrick McKey,7,911
Derrick McKey,8,1075
Derrick McKey,9,879
Derrick McKey,10,400
Derrick McKey,11,359
Derrick McKey,12,60
Derrick McKey,13,139
Derrick McKey,14,145
Derrick McKey,15,119
Derrick Phelps,1,0
Derrick Rose,1,1361
Derrick Rose,2,1619
Derrick Rose,3,2026
Derrick Rose,4,852
Derrick Rose,6,159
Derrick Rose,7,904
Derrick Rose,8,1080
Derrick Rose,9,1154
Derrick Rowland,1,3
Derrick Williams,1,583
Derrick Williams,2,933
Derrick Williams,3,1248
Derrick Williams,4,617
Derrick Williams,5,746
Derrick Williams,6,608
Derrick Zimmerman,1,4
DeSagana Diop,1,25
DeSagana Diop,2,119
DeSagana Diop,3,126
DeSagana Diop,4,40
DeSagana Diop,5,190
DeSagana Diop,6,190
DeSagana Diop,7,452
DeSagana Diop,8,340
DeSagana Diop,9,32
DeSagana Diop,10,20
DeSagana Diop,11,31
DeSagana Diop,12,16
DeShawn Stevenson,1,89
DeShawn Stevenson,2,325
DeShawn Stevenson,3,279
DeShawn Stevenson,4,1818
DeShawn Stevenson,5,429
DeShawn Stevenson,6,900
DeShawn Stevenson,7,920
DeShawn Stevenson,8,917
DeShawn Stevenson,9,211
DeShawn Stevenson,10,272
DeShawn Stevenson,11,383
DeShawn Stevenson,12,148
DeShawn Stevenson,13,284
Desmon Farmer,1,13
Desmon Farmer,3,13
Desmond Ferguson,1,13
Desmond Mason,1,463
Desmond Mason,2,931
Desmond Mason,3,2294
Desmond Mason,4,1183
Desmond Mason,5,1377
Desmond Mason,6,757
Desmond Mason,7,1028
Desmond Mason,8,574
Desmond Mason,9,294
Desmond Mason,10,13
Desmond Penigar,1,32
Detlef Schrempf,1,397
Detlef Schrempf,2,756
Detlef Schrempf,3,698
Detlef Schrempf,4,1656
Detlef Schrempf,5,1267
Detlef Schrempf,6,1320
Detlef Schrempf,7,1380
Detlef Schrempf,8,1567
Detlef Schrempf,9,1212
Detlef Schrempf,10,1572
Detlef Schrempf,11,1080
Detlef Schrempf,12,1022
Detlef Schrempf,13,1232
Detlef Schrempf,14,752
Detlef Schrempf,15,574
Detlef Schrempf,16,104
Devean George,1,155
Devean George,2,182
Devean George,3,581
Devean George,4,492
Devean George,5,604
Devean George,6,110
Devean George,7,448
Devean George,8,381
Devean George,9,194
Devean George,10,147
Devean George,11,242
Devin Booker,1,1048
Devin Booker,2,1726
Devin Brown,1,60
Devin Brown,2,234
Devin Brown,3,494
Devin Brown,4,611
Devin Brown,5,670
Devin Brown,6,586
Devin Brown,7,328
Devin Brown,8,798
Devin Durrant,1,300
Devin Durrant,2,17
Devin Ebanks,1,62
Devin Ebanks,2,97
Devin Ebanks,3,65
Devin Gray,1,36
Devin Gray,4,49
Devin Green,1,25
Devin Harris,1,436
Devin Harris,2,554
Devin Harris,3,813
Devin Harris,4,1892
Devin Harris,5,1470
Devin Harris,6,1080
Devin Harris,7,2158
Devin Harris,8,715
Devin Harris,9,577
Devin Harris,10,315
Devin Harris,11,665
Devin Harris,12,487
Devin Harris,13,437
Devyn Marble,1,37
Devyn Marble,2,60
Dewayne Dedmon,1,194
Dewayne Dedmon,2,216
Dewayne Dedmon,3,255
Dewayne Dedmon,4,387
DeWayne Scales,1,215
DeWayne Scales,2,3
DeWayne Scales,4,6
Dexter Boney,1,19
Dexter Cambridge,1,370
Dexter Pittman,1,2
Dexter Pittman,2,106
Dexter Pittman,3,16
Dexter Pittman,4,0
Dexter Shouse,1,0
Deyonta Davis,1,58
Diamond Stone,1,10
Diante Garrett,1,40
Diante Garrett,2,248
Dick Atha,1,93
Dick Atha,3,44
Dick Barnett,1,706
Dick Barnett,2,1320
Dick Barnett,4,1437
Dick Barnett,5,1433
Dick Barnett,6,1020
Dick Barnett,7,1729
Dick Barnett,8,1139
Dick Barnett,9,1461
Dick Barnett,10,1442
Dick Barnett,11,1220
Dick Barnett,12,1273
Dick Barnett,13,964
Dick Barnett,14,192
Dick Barnett,15,22
Dick Bunt,1,184
Dick Cunningham,1,351
Dick Cunningham,2,126
Dick Cunningham,3,201
Dick Cunningham,4,171
Dick Cunningham,5,157
Dick Cunningham,6,6
Dick Cunningham,7,0
Dick Dickey,1,127
Dick Duckett,1,132
Dick Farley,1,408
Dick Farley,2,479
Dick Farley,5,491
Dick Garmaker,1,388
Dick Garmaker,2,1177
Dick Garmaker,3,1094
Dick Garmaker,4,984
Dick Garmaker,5,1698
Dick Garmaker,6,1105
Dick Garrett,1,846
Dick Garrett,2,964
Dick Garrett,3,786
Dick Garrett,4,778
Dick Garrett,5,202
Dick Gibbs,1,235
Dick Gibbs,2,414
Dick Gibbs,3,766
Dick Gibbs,4,196
Dick Gibbs,5,335
Dick Groat,1,309
Dick Hemric,1,499
Dick Hemric,2,364
Dick Knostman,1,13
Dick McGuire*,1,584
Dick McGuire*,2,537
Dick McGuire*,3,591
Dick McGuire*,4,437
Dick McGuire*,5,622
Dick McGuire*,6,647
Dick McGuire*,7,425
Dick McGuire*,8,385
Dick McGuire*,9,556
Dick McGuire*,10,655
Dick McGuire*,11,482
Dick Mehen,1,892
Dick Mehen,2,948
Dick Mehen,3,703
Dick Miller,1,16
Dick O'Keefe,1,474
Dick O'Keefe,2,67
Dick Ricketts,1,1216
Dick Ricketts,2,804
Dick Ricketts,3,562
Dick Rosenthal,1,524
Dick Rosenthal,3,51
Dick Schnittker,1,295
Dick Schnittker,4,330
Dick Schnittker,5,750
Dick Schnittker,6,812
Dick Schnittker,7,386
Dick Schnittker,8,457
Dick Schulz,1,418
Dick Snyder,1,334
Dick Snyder,2,643
Dick Snyder,3,983
Dick Snyder,4,2162
Dick Snyder,5,1592
Dick Snyder,6,1210
Dick Snyder,7,1132
Dick Snyder,8,1338
Dick Snyder,9,1161
Dick Snyder,10,1037
Dick Snyder,11,759
Dick Snyder,12,280
Dick Snyder,13,205
Dick Surhoff,1,45
Dick Surhoff,2,133
Dick Triptow,1,2
Dick Van,1,969
Dick Van,2,1191
Dick Van,3,859
Dick Van,4,1678
Dick Van,5,1643
Dick Van,6,1771
Dick Van,7,1619
Dick Van,8,1490
Dick Van,9,1389
Dick Van,10,1124
Dick Van,11,747
Dick Van,12,599
Dickey Simpkins,1,206
Dickey Simpkins,2,216
Dickey Simpkins,3,91
Dickey Simpkins,4,264
Dickey Simpkins,5,456
Dickey Simpkins,6,287
Dickey Simpkins,8,0
Didier Ilunga-Mbenga,1,15
Didier Ilunga-Mbenga,2,74
Didier Ilunga-Mbenga,3,17
Didier Ilunga-Mbenga,4,166
Didier Ilunga-Mbenga,5,61
Didier Ilunga-Mbenga,6,105
Didier Ilunga-Mbenga,7,59
Dijon Thompson,1,28
Dijon Thompson,2,17
Dike Eddleman,1,826
Dike Eddleman,2,1040
Dike Eddleman,3,1486
Dike Eddleman,4,615
Dikembe Mutombo*,1,1177
Dikembe Mutombo*,2,1131
Dikembe Mutombo*,3,986
Dikembe Mutombo*,4,946
Dikembe Mutombo*,5,814
Dikembe Mutombo*,6,1066
Dikembe Mutombo*,7,1101
Dikembe Mutombo*,8,541
Dikembe Mutombo*,9,942
Dikembe Mutombo*,10,1498
Dikembe Mutombo*,11,920
Dikembe Mutombo*,12,138
Dikembe Mutombo*,13,363
Dikembe Mutombo*,14,322
Dikembe Mutombo*,15,169
Dikembe Mutombo*,16,230
Dikembe Mutombo*,17,118
Dikembe Mutombo*,18,16
Dillard Crocker,1,723
Dillard Crocker,3,586
Dillard Crocker,4,330
Dino Radja,1,1208
Dino Radja,2,1133
Dino Radja,3,1043
Dino Radja,4,349
Dion Glover,1,195
Dion Glover,2,338
Dion Glover,3,492
Dion Glover,4,737
Dion Glover,5,1240
Dion Glover,6,25
Dion Waiters,1,894
Dion Waiters,2,1113
Dion Waiters,3,1880
Dion Waiters,4,762
Dion Waiters,5,729
Dionte Christmas,1,71
Dirk Minniefield,1,417
Dirk Minniefield,2,1018
Dirk Minniefield,3,522
Dirk Nowitzki,1,385
Dirk Nowitzki,2,1435
Dirk Nowitzki,3,1784
Dirk Nowitzki,4,1779
Dirk Nowitzki,5,2011
Dirk Nowitzki,6,1680
Dirk Nowitzki,7,2032
Dirk Nowitzki,8,2151
Dirk Nowitzki,9,1916
Dirk Nowitzki,10,1817
Dirk Nowitzki,11,2094
Dirk Nowitzki,12,2027
Dirk Nowitzki,13,1681
Dirk Nowitzki,14,1342
Dirk Nowitzki,15,917
Dirk Nowitzki,16,1735
Dirk Nowitzki,17,1333
Dirk Nowitzki,18,1372
Dirk Nowitzki,19,769
Doc Rivers,1,757
Doc Rivers,2,974
Doc Rivers,3,612
Doc Rivers,4,1053
Doc Rivers,5,1134
Doc Rivers,6,1032
Doc Rivers,7,598
Doc Rivers,8,1197
Doc Rivers,9,641
Doc Rivers,10,604
Doc Rivers,11,143
Doc Rivers,12,642
Doc Rivers,13,311
Dolph Schayes*,1,1072
Dolph Schayes*,2,1121
Dolph Schayes*,3,868
Dolph Schayes*,4,1262
Dolph Schayes*,5,1228
Dolph Schayes*,6,1333
Dolph Schayes*,7,1472
Dolph Schayes*,8,1617
Dolph Schayes*,9,1791
Dolph Schayes*,10,1534
Dolph Schayes*,11,1689
Dolph Schayes*,12,1868
Dolph Schayes*,13,822
Dolph Schayes*,14,627
Dolph Schayes*,15,134
Domantas Sabonis,1,479
Dominic McGuire,1,93
Dominic McGuire,2,356
Dominic McGuire,3,76
Dominic McGuire,4,174
Dominic McGuire,5,227
Dominic McGuire,6,102
Dominic Pressley,1,46
Dominique Jones,1,42
Dominique Jones,2,88
Dominique Jones,3,116
Dominique Wilkins*,1,1434
Dominique Wilkins*,2,1750
Dominique Wilkins*,3,2217
Dominique Wilkins*,4,2366
Dominique Wilkins*,5,2294
Dominique Wilkins*,6,2397
Dominique Wilkins*,7,2099
Dominique Wilkins*,8,2138
Dominique Wilkins*,9,2101
Dominique Wilkins*,10,1179
Dominique Wilkins*,11,2121
Dominique Wilkins*,12,3846
Dominique Wilkins*,13,1370
Dominique Wilkins*,15,1145
Dominique Wilkins*,17,134
Don Ackerman,1,43
Don Adams,1,937
Don Adams,2,1662
Don Adams,3,1350
Don Adams,4,759
Don Adams,5,299
Don Adams,6,174
Don Adams,7,561
Don Anielak,1,3
Don Asmonga,1,5
Don Barksdale*,1,781
Don Barksdale*,2,899
Don Barksdale*,3,461
Don Barksdale*,4,754
Don Bielke,,14
Don Boven,1,656
Don Boven,3,656
Don Boven,4,902
Don Buse,1,646
Don Buse,2,686
Don Buse,3,640
Don Buse,4,626
Don Buse,5,297
Don Buse,6,797
Don Buse,7,194
Don Buse,8,381
Don Buse,9,218
Don Carlson,1,267
Don Carlson,2,42
Don Chaney,1,80
Don Chaney,2,312
Don Chaney,3,930
Don Chaney,4,943
Don Chaney,5,1038
Don Chaney,6,845
Don Chaney,7,775
Don Chaney,9,496
Don Chaney,10,492
Don Chaney,11,384
Don Chaney,12,167
Don Collins,1,1862
Don Collins,2,790
Don Collins,3,765
Don Collins,4,440
Don Collins,5,32
Don Collins,7,25
Don Ford,1,726
Don Ford,2,597
Don Ford,3,612
Don Ford,4,528
Don Ford,5,616
Don Ford,6,222
Don Ford,7,23
Don Grate,1,4
Don Hanrahan,1,33
Don Henriksen,1,574
Don Henriksen,3,830
Don Kojis,1,488
Don Kojis,2,422
Don Kojis,3,440
Don Kojis,4,792
Don Kojis,5,1360
Don Kojis,6,1820
Don Kojis,7,857
Don Kojis,8,1157
Don Kojis,9,832
Don Kojis,10,658
Don Kojis,11,1010
Don Kojis,12,112
Don Lofgran,1,237
Don Lofgran,2,454
Don Lofgran,3,472
Don Lofgran,4,102
Don MacLean,1,407
Don MacLean,2,1365
Don MacLean,3,430
Don MacLean,4,625
Don MacLean,5,402
Don MacLean,6,3
Don MacLean,7,185
Don MacLean,8,42
Don MacLean,9,31
